94598b,2024-12-04 18:32:44,OPEN,,
b55bc3,2024-12-04 18:32:57,TEST,motouber,0
e53e9f,2024-12-04 18:33:17,TEST,motouber,0
89c3a8,2024-12-04 18:34:30,QUIT,,
179cc4,2024-12-05 13:32:45,OPEN,,
f70744,2024-12-05 13:32:50,TEST,motouber,COMP
b3b0b4,2024-12-05 13:37:29,TEST,motouber,COMP
7a07b4,2024-12-05 13:54:12,TEST,motouber,12
495958,2024-12-05 13:55:31,TEST,motouber,62
9046ad,2024-12-05 13:59:07,TEST,motouber,62
966202,2024-12-05 14:04:05,TEST,motouber,62
c88a98,2024-12-05 14:07:20,TEST,motouber,62
0d87ed,2024-12-05 14:07:45,TEST,motouber,62
4b42be,2024-12-05 14:07:55,TEST,motouber,62
c1902c,2024-12-05 14:15:14,TEST,motouber,62
6ccbd9,2024-12-05 14:17:22,TEST,motouber,75
0b1b13,2024-12-05 14:18:38,TEST,motouber,62
2aaa45,2024-12-05 14:18:49,TEST,motouber,75
cfe218,2024-12-05 14:21:24,TEST,motouber,75
580488,2024-12-05 14:23:44,TEST,motouber,87
01029e,2024-12-05 14:24:40,OPEN,,
d91938,2024-12-05 14:24:42,TEST,motouber,87
b4088b,2024-12-05 14:28:24,TEST,motouber,87
9ec884,2024-12-05 14:30:10,TEST,motouber,87
200360,2024-12-05 14:38:25,TEST,motouber,87
f7e70b,2024-12-05 14:38:46,TEST,motouber,100
